IN	SPEAKER	TRANSCRIPT
00:23:34.000	SPEAKER_02	Jetzt läuft er wieder.
00:23:37.384	SPEAKER_01	Gut, dann warst du gerade ja dabei.
00:23:39.585	SPEAKER_00	Ja, ich gucke mal.
00:23:40.326	SPEAKER_00	Du musst weiterhalten.
00:23:41.507	SPEAKER_01	Ich knüpfe.
00:23:43.920	SPEAKER_00	Also zur Situation, was war das für eine Partei, die DKP, in die man dann hier in Münster eingetreten ist.
00:23:51.684	SPEAKER_00	Da ist einfach zu beschreiben, das war eine Handvoll Studenten.
00:23:56.228	SPEAKER_00	Aber das waren noch nicht mal Studenten, die ich kannte aus der Studentenbewegung selbst.
00:24:02.652	SPEAKER_00	Also die haben so ein bisschen am Rande, waren die tätig, sag ich mal vorsichtig.
00:24:08.194	SPEAKER_00	So, dann gab es einen kleinen Kern von Arbeitern in den Stadtwerken.
00:24:13.990	SPEAKER_00	Mit denen hatten wir damals bei den Notstandsgesetzen die erste Blockade gemacht anlässlich der dritten Lesung in Bonn.
00:24:24.743	SPEAKER_00	Und da gab es Kontakte und die Bereitschaft auch zu kooperieren.
00:24:28.728	SPEAKER_00	Da gab es paar verschränkte, paar, ja...
00:24:32.512	SPEAKER_00	Ausgewählt über kleine Gewerkschaftssekretäre, die etwas fortschrittlicher waren, aber im Grunde genommen spielte die DKP überhaupt gar keine Rolle,
00:24:43.070	SPEAKER_00	sondern sie hat erst in der Zeit in den 70ern dann mit dem Aufschwung an der Hochschule auch Kraft und mehr Einfluss gewonnen Und hat sich dann in der zweiten Hälfte der 70er und vor allen Dingen in den 80er Jahren dann auch betrieblich hier weiter verankert.
00:25:01.656	SPEAKER_00	Und zum Schluss waren wir 500 Genossen, 89, 90 kann man sagen, knapp 500 Genossen.
00:25:10.709	SPEAKER_00	Und dann gab es einen bestimmten Einfluss schon, der da war, der natürlich die Stadt auch prägte.
00:25:16.872	SPEAKER_00	Also ohne so eine starke DKP für die damaligen Verhältnisse wären die Grünen zum Beispiel gar nicht hochgekommen, weil das natürlich immer eine geschickte Sache war.
00:25:26.154	SPEAKER_00	Man konnte natürlich die Forderungen der DKP meistens eins zu eins übernehmen, hatte allerdings nichts mit der Mauer zu tun.
00:25:32.178	SPEAKER_00	Von daher war das immer sehr praktisch.
00:25:33.878	SPEAKER_00	Da konnte man immer ganz gut sich bewegen und von daher...
00:25:40.080	SPEAKER_00	Hatten wir auch das Päckchen mit der Kernenergie noch uns zusätzlich eingepackt in den Rucksack, wo wir ein sehr ambivalentes Verhältnis gehabt haben und erst uns nach und nach dazu auf den Stand gebracht haben,
00:25:53.507	SPEAKER_00	auf den Engels schon vorher war im letzten Jahrhundert oder im vorletzten Jahrhundert, aber das ist nun mal so.
00:26:00.674	SPEAKER_00	Aber ansonsten war da nicht mehr.
00:26:03.876	SPEAKER_00	Und der Einfluss ist geschuldet, also wirklich der Hochschule, wobei Hochschule nicht nur Studenten jetzt meint, sondern auch Mittelbau,
00:26:14.146	SPEAKER_00	also alles das, was da nachher aus der Hochschule als Lehrer, als Rechtsanwalt, als Arzt und so weiter rausgegangen ist.
00:26:23.303	SPEAKER_00	Das hat natürlich das mitgenommen, also dieser Begriff der gewerkschaftlichen Orientierung, das wird ja nicht unbekannt gewesen sein,
00:26:30.081	SPEAKER_00	der hat natürlich geprägt auch viele in ihrem Verhalten.
00:26:33.561	SPEAKER_00	Das ist aber der Punkt gewesen.
00:26:35.243	SPEAKER_01	Und bezogen auf die Frauenstraße 24 war die DKP ja durchaus unterstützend auch tätig.
00:26:40.951	SPEAKER_00	Das hat was damit zu tun gehabt, dass uns so etwas gelegen ist, so eine Aktion.
00:26:45.997	SPEAKER_00	Da war ich sowieso schon begeistert.
00:26:48.140	SPEAKER_00	Ich war immer sehr aktionsorientiert.
00:26:50.343	SPEAKER_00	Ich habe da viel gelernt aus Paris-Aktien.
00:26:53.778	SPEAKER_00	War das immer unsere Sache und man konnte, und das war natürlich sofort für uns der Punkt, man konnte an einem Beispiel sehr viel klar machen.
00:27:03.222	SPEAKER_00	Und du konntest, das gebe ich also zu, bei mir das eine große Rolle spielt, du konntest direkt kämpfen.
00:27:08.465	SPEAKER_00	Also man hatte den Gegner auch direkt vor Gesicht und man wusste, mit wem man sich auseinandersetzen musste.
00:27:14.248	SPEAKER_00	Und das hat sicherlich so etwas romantisch Verklärendes jetzt im Nachhinein an sich, aber es war damals einfach auch wichtig zu wissen,
00:27:22.850	SPEAKER_00	sowas zu haben.
00:27:23.910	SPEAKER_00	Das war auch die Erfahrung in Paris 68, was viele dann erzählt haben.
00:27:28.330	SPEAKER_00	Du hast dann auch einfach auf der Straße Macht ausüben können, also Einfluss nehmen können, wo du gemerkt hast, dass durch deine Existenz,
00:27:35.735	SPEAKER_00	durch dein Rutsch im Ingo Hopse und was auch immer, die Leute erstmal ein bisschen Schiss hatten.
00:27:41.713	SPEAKER_00	So, das habe ich genossen, da bin ich ganz ehrlich.
00:27:45.057	SPEAKER_00	Und das war bei der Frauenstraße, da haben wir gesagt, so, wenn uns das gelingt, dann kann man quasi so ein Denkmal schaffen.
00:27:51.682	SPEAKER_00	Da kann man an einem Beispiel deutlich machen, was man erreichen kann, ohne überhaupt zu wissen, wie das im Einzelnen aussehen hätte können und so.
00:27:59.528	SPEAKER_00	Da waren wir noch ganz weit entfernt, da von 73, 74 Jahren.
00:28:03.813	SPEAKER_00	Das waren andere Phasen, da kann ich gleich nochmal was zu sagen.
00:28:06.875	SPEAKER_00	Aber es ging aber darum, die Chance, das zu halten.
00:28:10.019	SPEAKER_00	Das auch im Umkehrschluss natürlich für mich der entscheidende Beweggrund war, dann nach den Nullerjahren in den Zehnergang wieder einzusteigen um die Frauenstraße,
00:28:21.906	SPEAKER_00	sagen wir mal.
00:28:24.695	SPEAKER_00	Den Verein und die Kneipe so zu sanieren, dass beide leben können heute.
00:28:29.577	SPEAKER_00	Das war der Punkt.
00:28:30.538	SPEAKER_00	Weil sonst wäre das, was ich gemacht hätte, umsonst gewesen, aus meiner Sicht.
00:28:34.720	SPEAKER_00	Und das wollte ich auf jeden Fall verhindern.
00:28:36.340	SPEAKER_00	Da hätte man tatsächlich verloren.
00:28:38.241	SPEAKER_00	Aber solange das so steht, wie das steht, mit der Fassade, mit der Kneipe da unten, mit dem Verein, mit dem Kulturverein,
00:28:45.235	SPEAKER_00	sind wir immer noch auf der Siegerseite.
00:28:47.644	SPEAKER_00	Oder on the sunny side, on the bright side, wie auch immer.
00:28:52.175	SPEAKER_01	Kannst du dich denn auch noch an Aktionen erinnern, die dich auch begeistert haben?
00:28:57.978	SPEAKER_00	Ja, da gab es eine Fülle von Sachen, wobei ich ein paar Sachen mitgemacht habe immer.
00:29:06.161	SPEAKER_00	Also diese Dauerlauf, wo es ja auch diese Bilder gab oder Umzüge oder alles Mögliche.
00:29:11.863	SPEAKER_00	Aber entscheidend war für mich immer etwas anderes, dass ich...
00:29:16.444	SPEAKER_00	Ein Gefühl vermittle, dass das, was man da macht, richtig ist, dass man darauf stolz sein kann und dass man diese Überzeugung und diesen Stolz nach draußen trägt.
00:29:28.053	SPEAKER_00	Also daran lachen wir mehr, dass die Leute gesagt haben, das ist ein Beispiel, wie wir zeigen können, wie man was machen kann.
00:29:34.857	SPEAKER_00	Da konnte man immer sagen, Selbstverwaltung, die Anfänge oder dies oder das.
00:29:39.101	SPEAKER_00	So, wie wir es der Frauenstraße gemacht haben, so stellen die uns das vor oder so kann man das machen.
00:29:43.765	SPEAKER_00	Das war also mehr mein Anliegen.
00:29:45.827	SPEAKER_00	Sonst habe ich mitgemacht, einfach weil es sich gehörte mitzumachen.
00:29:49.194	SPEAKER_00	Aber ich bin jetzt wieder der große Tänzer gewesen und mit Feten habe ich nicht so sehr viel Mut gehabt.
00:29:54.223	SPEAKER_00	Aber das war für mich der entscheidende Punkt.
00:29:57.210	SPEAKER_01	Ja, man kann aber auch sagen, die Aktionen waren teilweise ja sehr kreativ, die da entwickelt worden sind.
00:30:03.755	SPEAKER_01	Also im Nachhinein bin ich auch immer noch wieder begeistert, was da an Kreativität auch entwickelt wurde und was die Kultur auch für eine Rolle spielte.
00:30:15.683	SPEAKER_00	Kannst du dazu etwas sagen?
00:30:17.565	SPEAKER_00	Das ist so ein Punkt, also ich würde selbstkritisch sagen, ich bin da ein Blindfisch.
00:30:22.888	SPEAKER_00	Also ich habe natürlich ein kulturelles Verständnis in dem Sinne, als ich sowas alles studiert habe und alles erklären kann.
00:30:28.471	SPEAKER_00	Aber ich bin selbst amusisch, sage ich mal.
00:30:31.711	SPEAKER_00	Da waren natürlich die großen Experten, die sagen, es gibt keine amusischen Menschen, das lassen wir mal beiseite.
00:30:37.193	SPEAKER_00	Ich persönlich würde mich jemals an ein solcher beschreiben.
00:30:41.256	SPEAKER_00	Aber das ist für mich der andere Punkt gewesen.
00:30:44.656	SPEAKER_00	Wenn ich Bedingungen schaffe des Umbruchs oder der Veränderung, dann weiß ich, dass das auch kulturelle Folgen hat.
00:30:51.663	SPEAKER_00	Das konnte man hieran studieren.
00:30:53.825	SPEAKER_00	Ich kann es nicht, aber ich wusste, dass es Leute geben wird, die das können.
00:30:57.008	SPEAKER_00	Also wie Bernd oder wie verschiedene andere, die sich irgendwas ausgedacht haben.
00:31:00.289	SPEAKER_00	Von mir aus vielleicht auch nur kurzfristig.
00:31:02.092	SPEAKER_00	Aber die würden dann kommen.
00:31:03.772	SPEAKER_00	Und wenn sie die Gelegenheit haben, das zu zeigen...
00:31:07.435	SPEAKER_00	Dann zeigen sie das, also bei dem Umzug, bei den ganzen Geschichten, das kennst du ja auch bei den Teilen des Wagens, da im Rosenmontagsumzug oder solche Sachen,
00:31:14.951	SPEAKER_00	wo man dann auch gesagt hat, so wir machen uns da noch einen Punkt drauf, wir gehen dorthin, wo sonst immer Rambazamba und so weiter gemacht wird, da machen wir Umsatz oder so.
00:31:24.174	SPEAKER_00	Das ist ein Punkt gewesen, der uns sehr viel Pluspunkte in der Stadt reingetragen hat, weil das natürlich immer auch eine Form ist,
00:31:34.142	SPEAKER_00	wo Menschen was anderes kennenlernen, ohne Zeigefinger und ohne Druck.
00:31:39.564	SPEAKER_00	Das ist, sage ich mal jetzt verkürzt für mich, der Hauptaspekt bei der kulturellen Arbeit, dass ich was Inhalte vermitteln kann ohne Zeigefinger oder ohne welchen Druck.
00:31:49.569	SPEAKER_00	Und das konnte man da auch gut darstellen.
00:31:51.531	SPEAKER_00	Von daher nochmal, das war sehr, sehr exemplarisch, dieses Feld, in dem man sich da betätigt hat, in jeder Weise.
00:31:59.118	SPEAKER_01	Also ich denke auch, dass die, und ein anderer Aspekt ist mir letztens in einem anderen Interview nochmal deutlich geworden,
00:32:05.489	SPEAKER_01	ich glaube, dass die Frauenstraße schon sowas wie ein Markensymbol war.
00:32:10.269	SPEAKER_00	Obwohl wir das gar nicht wussten aus dem... Das war meine Absicht von Anfang an, das wollte ich.
00:32:17.055	SPEAKER_00	Ich wollte das Symbol.
00:32:18.336	SPEAKER_00	Also das hat ein bisschen was zu tun mit meinem Studium, weil wir Schwert im Mittelalter gehabt haben.
00:32:22.479	SPEAKER_00	Das war die Burg, das war für mich Symbol.
00:32:25.882	SPEAKER_00	Und das wollte ich auch bewusst haben.
00:32:27.383	SPEAKER_00	Ich habe auch immer gleich von Anfang an gesagt, hier, Schloss, Frauenstraße, Dom, Rathaus, das ist die Achse.
00:32:36.203	SPEAKER_00	Das war der Anspruch und so überheblich war ich schon.
00:32:39.045	SPEAKER_00	Das ist immer die Symbolpolitik an der Stelle gewesen.
00:32:42.144	SPEAKER_00	Das hätte ich damals nicht so ableiten können, hätten Sie mich mal angeguckt.
00:32:46.385	SPEAKER_00	Aber das war mein Antrieb, das war von vornherein klar.
00:32:49.047	SPEAKER_00	Und die Achse wollte ich sozusagen mit der Frauenstraße als widerständige Kraft da etabliert haben.
00:32:56.728	SPEAKER_00	Hat sich im Nachhinein ja auch ausgezahlt.
00:32:58.888	SPEAKER_00	Also ohne Frauenstraße als Beispiel wäre das Aufkommen der Grünen Die Schwäche der CDU, kurzfristige Stärke Thüns damals in den 90ern,
00:33:10.861	SPEAKER_00	der SPD, gar nicht erklärbar gewesen.
00:33:14.297	SPEAKER_00	Das hat da seine Ursachen.
00:33:16.498	SPEAKER_00	Weil die haben die Atmosphäre der Stadt in der Weise verändert.
00:33:20.721	SPEAKER_00	Und da ging jeder dran vorbei.
00:33:23.323	SPEAKER_00	Du musst dir das vorstellen, das ist ja etwas gewesen, was heute... Wir brauchten kein Plakat.
00:33:29.768	SPEAKER_00	Wenn ich mit den Leuten in die Straße... Ich zeige euch mal unser besetztes Haus, da gingst du dran...
00:33:35.195	SPEAKER_00	Alle sagten, ach ja, Punkt, das war es.
00:33:38.037	SPEAKER_00	Kein Plakat, kein gar nichts.
00:33:40.117	SPEAKER_01	Und das war auch von der politischen Überlegung, das Haus auch ein Stück zu öffnen, also nicht zu verbarrikadieren, wie das ja viele Häuser eher gemacht haben,
00:33:50.400	SPEAKER_01	sondern zu zeigen, wie wir wohnen.
00:33:52.703	SPEAKER_01	Das war auch ein Aspekt, die Bürgerinnen und Bürger mitzunehmen.
00:33:56.326	SPEAKER_00	Diese Offenheit, das wusste jeder.
00:34:01.127	SPEAKER_00	Wir wissen von draußen, wie es drinnen zugeht.
00:34:04.162	SPEAKER_00	Also genau das Umgekehrte, diese Kommune-Horror-Geschichten, keiner weiß, draußen tun sie so, aber drinnen geht es so und so.
00:34:15.617	SPEAKER_00	Das war hier von vornherein immer umgekehrt.
00:34:18.581	SPEAKER_00	Man wusste immer von draußen, wie es drinnen zugeht.
00:34:22.429	SPEAKER_00	So, und das sind Sachen, vieles hat sich mehr oder minder ohne Plan entwickelt, durch eine Haltung, ist klar, aber auch die Haltung muss ja abgeleitet werden,
00:34:30.286	SPEAKER_00	die muss ja dann entwickelt werden.
00:34:32.117	SPEAKER_00	Und das muss ich sagen, dieser Austausch, der ja permanent um alles und jedes immer gemacht worden ist, das hat sich eben einfach als sehr...
00:34:40.603	SPEAKER_00	Sehr gut herausgestellt.
00:34:42.405	SPEAKER_00	Das kann man jetzt nicht verallgemeinern für alles und jedes, darum geht es mir nicht, aber es geht mir darum, dass es solche Beispiele gibt und aus diesen Beispielen kann man ungeheuer viel lernen.
00:34:51.987	SPEAKER_00	Das ist für mich der entscheidende Punkt.
00:34:54.309	SPEAKER_00	Das ist die Aktualität der Frauenstraße.
00:34:57.389	SPEAKER_00	In allen Bereichen.
00:34:58.170	SPEAKER_00	Wir kommen, wenn du nachher noch Zeit hast oder wenn du willst, zu der Frage, wie das denn danach ist.
00:35:04.599	SPEAKER_00	Also ich will vielleicht diesen Gedanken nochmal sagen, was die Leitlinie war in 73 folgende.
00:35:11.728	SPEAKER_00	Also diese Besetzungen lassen sich in der Regel...
00:35:15.291	SPEAKER_00	In drei Phasen unterteilen, wenn man die Besetzung in der Zeit als Zeitstrahl sieht.
00:35:23.275	SPEAKER_00	Also die erste ist, dass verhindert wird, die erste Phase, dass verhindert wird, dass geräumt wird.
00:35:28.797	SPEAKER_00	Das war ja in der Frauenstraße genauso.
00:35:30.277	SPEAKER_00	Wenn du besetzt, musst du als erstes erstmal aufpassen, dass du nicht gleich wieder rausfliegst.
00:35:35.880	SPEAKER_00	Wenn das halbwegs geschafft worden ist, ist die nächste Phase, dass man die Besetzung als Besetzung, also mit den neuen Besitzern gewissermaßen,
00:35:47.632	SPEAKER_00	irgendwie stabilisiert.
00:35:49.630	SPEAKER_00	Dass man eine Form des Modus Vivendi findet, also kurzfristige Mietverträge, die ganzen Sachen, Anmeldung bei den Stadtwerken,
00:35:57.850	SPEAKER_00	also alles diese ganze Geschichte, dass du auf jeden Fall erstmal halbwegs eine Ordnung hast.
00:36:04.563	SPEAKER_00	Und nicht jedes Mal, wenn du abends ins Bett gehst, überlegen musst du noch, holen Sie sich jetzt gleich raus.
00:36:10.007	SPEAKER_00	Das ist die zweite Phase.
00:36:12.409	SPEAKER_00	So, das hat sicherlich gedauert bis zum Jahre 81, wo dann durch politische Aktivitäten diese dritte Phase eingeleitet worden ist,
00:36:22.560	SPEAKER_00	dass das Ergebnis dieser Besetzung, in einer dann zu findenden Form rechtlich festgezurrt worden ist.
00:36:30.606	SPEAKER_00	Dass man also etwas geschaffen hat, was aus sich heraus versprach, weiter zu funktionieren.
00:36:38.090	SPEAKER_00	Das ist ab 81 dann gewesen.
00:36:40.952	SPEAKER_00	So, wenn man jetzt zurückrechnet, das sind 40 Jahre danach, dann ist diese Zeit die schwierigste gewesen.
00:36:48.476	SPEAKER_00	Die war am unspektakulärsten, aber sie war letztendlich die schwierigste Zeit.
00:36:52.539	SPEAKER_00	Da kann man ja vielleicht nochmal drauf kommen.
00:36:54.099	SPEAKER_00	Die Zeit bis dahin, die war einfach nur toll und erlebnisreich.
00:36:57.702	SPEAKER_00	Das Jahrzehnt 80er auch noch, weil das dann im Aufschwung war.
00:37:01.083	SPEAKER_00	Man konnte ja auch jedem was zeigen.
00:37:03.585	SPEAKER_00	Alle wussten Bescheid.
00:37:04.704	SPEAKER_00	Also wenn du mal nach Münster kommst, dann musst du eine Frau um die Straße gehen.
00:37:07.186	SPEAKER_00	Also das lebte ja alles davon.
00:37:09.728	SPEAKER_00	Aber dann in den 90ern...
00:37:12.414	SPEAKER_00	Vor allen Dingen in den Nullerjahren, aber in den 90er Jahren gab es eine Entwicklung, die wir damals völlig unterschätzt haben.
00:37:19.282	SPEAKER_00	Das war Bologna und diese ganze Bologna-Reform, wo im Grunde genommen, ohne dass wir richtig zugeguckt oder richtig das bemerkt haben,
00:37:27.200	SPEAKER_00	das ganze studentische Leben, die Art zu studieren, das alles exakt so.
00:37:32.396	SPEAKER_00	Mit einem Film, war weg.
00:37:33.617	SPEAKER_00	Und dann hat man gesagt, das ist scheiße, da muss man protestieren und früher hätten wir, dann kamen diese ganzen Besserwisser aus meiner Generation,
00:37:40.206	SPEAKER_00	früher hätten wir und das und dies und jenes.
00:37:42.260	SPEAKER_00	Ja, sie haben aber nichts, sie konnten nichts, sie waren zu schwach, was auch immer.
00:37:46.463	SPEAKER_00	Auf jeden Fall hatte sich innerhalb kürzester Zeit die Studentenschaft, die Art und Weise zu studieren, eine Berufsperspektive so verändert,
00:37:56.494	SPEAKER_00	dass da die Frauenstraße auch an die Seite rückte.
00:38:00.708	SPEAKER_00	Man merkte auch, dass dann die kulturellen Impulse, das war alles viel, viel weniger.
00:38:04.911	SPEAKER_00	Dann merkte man plötzlich, mit der Ökonomie klappt das alles nicht mehr so richtig.
00:38:09.695	SPEAKER_00	Also gab mehr Ausgaben als Einnahmen.
00:38:12.795	SPEAKER_00	Und man sah sich einer Situation ausgesetzt, wo man auch gar kein Rezept mehr hätte.
00:38:20.041	SPEAKER_00	Also da versagt das genau.
00:38:21.601	SPEAKER_00	Also in der Phase, wo man es dann hatte, drohte das einzutreten, dass man gar nicht mehr wusste, was man damit machen wollte.
00:38:29.128	SPEAKER_00	Und das Hauptproblem neben der betriebswirtschaftlichen Geschichte, das will ich gar nicht so hochhängen, das Hauptproblem ist und bleibt,
00:38:37.457	SPEAKER_00	diese kulturelle Arbeit oder soziokulturelle Arbeit, wie auch immer man das sagt, dass das weiter erkennbar bleibt und weiter Leute anspricht und mitmacht.
00:38:46.893	SPEAKER_00	Das andere ist betriebswirtschaftliche Technik.
00:38:49.233	SPEAKER_00	Also ich habe das notgedrungen lernen müssen, das kann ich jetzt, aber das ist jetzt, Nichts, worauf man großartig stolz sein muss.
00:38:56.353	SPEAKER_00	Aber diese kulturpolitische Geschichte zu entwickeln, Leute dafür zu begeistern, sich einzusetzen und so weiter und so fort,
00:39:04.253	SPEAKER_00	das ist ungeheuer schwierig.
00:39:06.121	SPEAKER_00	Das ist ungeheuer schwierig.
00:39:08.063	SPEAKER_00	Und das haben wir unterschätzt damals.
00:39:09.503	SPEAKER_00	Da haben wir gar keine Vorstellung davon gehabt.
00:39:12.416	SPEAKER_01	Aber es braucht natürlich so eine betriebswirtschaftliche Umlage.
00:39:15.797	SPEAKER_00	Ja, ohne muss nichts los.
00:39:17.278	SPEAKER_XX	Aber nochmal mit Blick auf die anderen Hausbesetzungen.
00:39:21.942	SPEAKER_01	Was würdest du denn sagen, warum hat das mit der Frauenstraße geklappt und mit den anderen nicht?
00:39:26.724	SPEAKER_00	Also in Münster kann ich es ja relativ gut überschauen.
00:39:29.686	SPEAKER_00	Wir haben ja dann nach der Frauenstraße gedacht, jetzt kann uns keiner bremsen und jetzt knipsen wir eins nach dem anderen ab.
00:39:35.369	SPEAKER_00	Da waren zum Teil Objekte dabei, die mit den Fingern nachgeleckt haben.
00:39:39.012	SPEAKER_00	Stichwort sehr türner Straße da, das waren wohl...
00:39:41.833	SPEAKER_00	Sachen, die von der Uni, da haben sie zwar so Reihenhäuser, das war richtig, erste Sahne, Objekte.
00:39:48.317	SPEAKER_00	Also da gab es mehrere.
00:39:49.916	SPEAKER_00	Das ist die Frage der Kraft.
00:39:51.878	SPEAKER_00	Das ist einfach auch real, die Frage der Kraft, um sowas durchzuhalten.
00:39:55.480	SPEAKER_00	Und der Erfolg der Frauenstraße war, weil wir die ersten waren in Münster.
00:40:00.702	SPEAKER_00	Beim zweiten und dritten Mal haben wir natürlich ein bisschen mehr aufgepasst.
00:40:04.485	SPEAKER_00	Und bei der Besetzung...
00:40:08.530	SPEAKER_00	Ja, das war fast zeitgleich, aber Gräbener Straße, das war altbau, das war auch in so einer Nische in Münster, wo keiner so richtig daran wollte.
00:40:20.818	SPEAKER_00	Ich habe das nicht mehr so genau im Kopf, aber das war auch nicht in der Weise so spektakulär auf Studenten.
00:40:27.483	SPEAKER_00	Also diese Verbindung, die konnte man darüber nicht so gut herstellen.
00:40:31.606	SPEAKER_00	Alles andere, was dann angeschoben worden ist, ist dann...
00:40:36.123	SPEAKER_00	Als Nachahmer-Effekt natürlich eingetreten, aber es hat vor allen Dingen, also die Kräfte reichten nicht aus.
00:40:42.951	SPEAKER_00	In der Frauenstraße konnte ich, wie ich gesagt habe, wenn irgendwas passierte um 10 Uhr Vorlesung, dann hatte man 200, 300 Studenten,
00:40:50.051	SPEAKER_00	das habe ich in der Sozirner Straße oder im Bukakola-Gebäude nicht hingekriegt.
00:40:54.804	SPEAKER_00	Und da kann man natürlich sagen, wir wollen auch Lehrlinge und dies und das haben, aber die kriegen keinen frei auf der Arbeit,
00:41:00.972	SPEAKER_00	dass sie da mal demonstrieren gehen können.
00:41:03.168	SPEAKER_00	Von daher war das von vornherein eine Schwierigkeit.
00:41:06.471	SPEAKER_00	Und es war völlig klar, dass die Stadt einmal reingefallen ist und das nicht normal machen wollte.
00:41:12.695	SPEAKER_00	Die haben damals, die CDU, noch diesen Kurs gefahren während den Anfängen, Politz vorneweg, heute würde er das wahrscheinlich nicht mehr so sagen,
00:41:20.652	SPEAKER_00	da ist er ja ein bisschen anders, aber das war immer noch erstmal dagegen und Eigentum achten und diese ganze Platte.
00:41:27.123	SPEAKER_00	Von daher waren diese Aktionen, die wir auch immer mit unterstützt haben, für uns immer nur Unterstützungsaktionen.
00:41:33.507	SPEAKER_00	Das heißt, wir haben das flankiert.
00:41:35.289	SPEAKER_00	So ist auch der Hausbesetzerkongress entstanden, was die wenigsten ja wissen.
00:41:39.309	SPEAKER_00	Den haben wir ja damals installiert, über den Aster hier, weil wir den letzten Kick zugunsten der Frauenstraße geben wollten.
00:41:47.751	SPEAKER_00	Als dann die gewusst haben, wir laden jetzt alle Randale-Bubis aus der Bundesrepublik hier rein, haben wir gesagt, dann kriegen die erstmal diesen Vertrag von der LEG.
00:41:56.594	SPEAKER_00	Das war der Hintergrund.
00:41:58.556	SPEAKER_00	Das ziehen wir uns nicht an.
00:42:01.219	SPEAKER_00	Bis dahin habe ich persönlich Besetzungen immer gemacht aus Solidarität.
00:42:05.302	SPEAKER_00	Wir haben Besetzungen im Steppen gemacht oder wo auch immer.
00:42:07.682	SPEAKER_00	Da hast du immer Delegationen ausgetauscht, so einen kleinen Revolutionstourismus.
00:42:11.423	SPEAKER_00	Aber das war immer nur, soll die Aktion letztendlich das eine Objekt auf jeden Fall halten können, wenn wir sowieso nicht alle halten können.
00:42:18.706	SPEAKER_00	Das war immer der Punkt.
00:42:20.447	SPEAKER_00	Und darum war das immer nur begrenzt.
00:42:22.288	SPEAKER_01	Kannst du denn nochmal was zu den politischen Gegnern damals?
00:42:28.177	SPEAKER_00	Ja, das ist eine interessante Frage.
00:42:30.059	SPEAKER_01	Also an der Uni gehörte man ja wenig, ne?
00:42:32.119	SPEAKER_00	Ja, also an der Uni gab es, sagen wir mal, in den Verfassungsschriften, also in den Senatserklärungen, da war bezogen darauf,
00:42:40.723	SPEAKER_00	das war alles moderat, da hat man sich höchstens, ja, so geärgert über dieses Auftreten.
00:42:47.369	SPEAKER_00	Naja gut, also es war ja dann auch so, dass aus der Frauenstraße heraus auch die eine oder andere außerparlamentarische Aktivität logistisch unterstützt worden ist.
00:42:57.255	SPEAKER_00	Das war ja nun kein Geheimnis, also von wo aus man losging und wo man sich dann schließlich wieder getroffen hat.
00:43:04.860	SPEAKER_00	Das haben die schon gemerkt und da haben die natürlich keine so große Freude dran gehabt.
00:43:10.603	SPEAKER_00	Es war...
00:43:12.246	SPEAKER_00	Also an der Universität Wien war es erstens politische Polizei, also um das mal klar zu sagen, Verfassungsschutz und politische Polizei,
00:43:19.551	SPEAKER_00	die hatten ein ganz großes Augenmerk gehabt.
00:43:22.009	SPEAKER_00	Da waren sicherlich auch immer jede Menge Spitzel bei uns unterwegs, das ist immer so bei solchen Anlässen.
00:43:28.590	SPEAKER_00	Dann die Polizei selbst, für die war das natürlich das sichtbare Versagen der staatlichen Ordnungsmacht, da muss man ja einfach sachlich sagen.
00:43:38.952	SPEAKER_00	Also jeder, der vorbeiging, war ja polizeilich gefreut und helfe ja in allen Fällen nicht.
00:43:44.135	SPEAKER_00	Es gab auch Sachen, wo sie draußen vorgeblieben sind.
00:43:47.257	SPEAKER_00	Die waren natürlich nie so toll zu der damaligen Zeit.
00:43:51.440	SPEAKER_00	Man darf ja auch nicht vergessen, wer damals Polizist war in verantwortlicher Stellung.
00:43:55.202	SPEAKER_00	Also diese Leute, alles was sozusagen die staatliche Exekutivorgane, ob das Staatsanwaltschaften oder sowas alles ist, das waren alles Gegner in dem Sinne,
00:44:04.234	SPEAKER_00	mit denen man sich unmittelbar auseinandersetzen musste in der direkten Auseinandersetzung.
00:44:10.094	SPEAKER_01	Wobei, bei der Polizei gab es ja auch Helfer.
00:44:16.858	SPEAKER_00	Ja, ja.
00:44:17.358	SPEAKER_00	Ja, ist doch klar.
00:44:19.199	SPEAKER_00	Gott sei Dank war man ja auch schon so, 1973 war ja schon ein bisschen was passiert.
00:44:23.601	SPEAKER_00	Aber jetzt bei der Gegnerschaft, da würde ich dir erstmal sagen, also die Exekutivorgane, Dann gab es natürlich in der Politik,
00:44:32.352	SPEAKER_00	also das war die CDU und die FDP, da die FDP aber jetzt hier nicht großartig eine Rolle gespielt hat, fällt das nicht so sehr ins Gewicht.
00:44:41.969	SPEAKER_00	Also der Möllemann hat sich dann ja entschieden, 1972 dann in den Bundestag zu gehen und da war dessen persönliche Karriere,
00:44:49.449	SPEAKER_00	er kam ja aus Münster, er hätte ja was machen, war ihm viel, viel wichtiger.
00:44:54.114	SPEAKER_00	Das hat ihn nicht interessiert, die Frauenstraße.
00:44:58.331	SPEAKER_00	Das war sein Punkt.
00:45:00.094	SPEAKER_00	Von daher fielen die dann auch hinten über.
00:45:03.516	SPEAKER_00	Sie hatten ja nur die zweite Garde in der Kommunalpolitik gehabt, das war ja mehr so die Spielwiese, sondern die harten Leute in der Politik,
