IN	SPEAKER	TRANSCRIPT
00:27:59.803	SPEAKER_01	Also es war schon so, dass wir manchmal auch zusammen gekocht haben, aber dann auch wieder, also das Problem ist halt eben,
00:28:12.145	SPEAKER_01	wie in jeder Wohnen, Gemeinschaft oder auch jetzt eben bei uns war das Putzen natürlich und Spülen.
00:28:22.200	SPEAKER_01	Irgendwann hatte ich so den Papp auf, wir mussten ja immer durch die Küche durch, um zu unseren Zimmern zu kommen.
00:28:28.723	SPEAKER_01	Dann habe ich für jeden so eine Spülschüssel gekauft, eine Plastikschüssel, habe den Namen drauf geschrieben.
00:28:36.088	SPEAKER_01	Dann konnte jeder seinen eigenen...
00:28:38.984	SPEAKER_01	Dreck selber wegmachen.
00:28:40.846	SPEAKER_01	Aber dann passiert das eben auch mal, dass wir irgendwie nach Weihnachten wieder, nach dem Urlaub wieder zurückkamen und dann war ich den Backofen auf und das war eine Schimmelkolonie da drin,
00:28:54.386	SPEAKER_01	weil irgendjemand vergessen hatte, irgendwie seinen Gänsebraten Reste da rauszunehmen.
00:29:02.002	SPEAKER_01	Also es war, also ich hatte schon immer das Gefühl auch so, dass die, also der die Kernzelle auch so der politischen Arbeit eben hauptsächlich auch in der ersten Etage stattfand.
00:29:18.519	SPEAKER_01	Und wir da glaube ich auch, ja und eben durch die Kneipe, wir eben auch sehr viel mehr eben auch so mit Kneipe und erster Etage verbunden waren.
00:29:31.664	SPEAKER_00	Wer wohnte denn da noch zu der Zeit?
00:29:33.786	SPEAKER_00	Also du sagtest gerade Matti?
00:29:35.726	SPEAKER_00	Und Konstanze.
00:29:38.903	SPEAKER_01	Und wer war das denn eigentlich?
00:29:47.327	SPEAKER_00	Und es fand viel Wechsel statt, weil die Leute dann fertig wurden mit Studium und weggingen oder Freundinnen bekamen und dann irgendwie zusammenziehen wollten und sowas.
00:29:59.255	SPEAKER_00	Das war ja damals, glaube ich, schon auch so, dass die Fluktuation insgesamt größer war.
00:30:03.176	SPEAKER_00	Die dritte Etage war ja mehr die Künstleretage.
00:30:06.097	SPEAKER_01	Genau, also da wohnte dann ja, also Gerd wohnte da ja, Roswitha, Alfons weiß ich gar nicht, doch, der wohnte da auch noch.
00:30:21.205	SPEAKER_01	Oder wohnte der, nee, der wohnte auch oben, oder wohnte der unter uns?
00:30:23.906	SPEAKER_00	Der wohnte unten und einmal unten.
00:30:26.712	SPEAKER_01	Ja.
00:30:27.354	SPEAKER_00	Und der wohnt aber auch oben, ja.
00:30:29.115	SPEAKER_01	Ja.
00:30:29.536	SPEAKER_01	Ist dann auch nochmal umgezogen.
00:30:30.676	SPEAKER_01	Ja.
00:30:31.979	SPEAKER_01	Und dann wohnte da Barbara und Annette.
00:30:38.905	SPEAKER_01	Die Annette.
00:30:46.894	SPEAKER_00	Aber das war auch im Grunde genommen so eine sehr...
00:30:50.948	SPEAKER_00	Individualistische Etagen.
00:30:52.548	SPEAKER_01	Genau, also eigentlich hatte man mit denen auch gar nicht so viel zu tun.
00:30:56.491	SPEAKER_01	Die waren immer so für sich.
00:30:59.413	SPEAKER_00	Und ja, also das war eigentlich... Es gab ja auch dann Hausbesprechungen, Hausversammlungen, Etagen, weiß ich jetzt nicht,
00:31:08.968	SPEAKER_00	aber zumindest die Hausversammlung, kannst du dich da noch dran erinnern?
00:31:14.804	SPEAKER_00	Wo die stattfanden, was besprochen wurde?
00:31:18.700	SPEAKER_01	Also die fanden entweder in der ersten Etage statt oder eben in der Kneipe im Hinterraum.
00:31:26.064	SPEAKER_01	Und es wurde schon auch so einmal so diese alltäglichen Sachen wie irgendwie, da ist jetzt ein Zimmer frei und wer soll da einziehen?
00:31:35.148	SPEAKER_01	Oder dass sich Leute eben vorgestellt haben.
00:31:38.611	SPEAKER_01	Aber dann eben auch Aktionen wurden da geplant.
00:31:42.932	SPEAKER_01	Oder die Infostände, wer macht am Samstag Infostand?
00:31:49.537	SPEAKER_01	Also so diese ganzen alltäglichen Dinge, die eben in einem Haus in dieser Situation stattfinden.
00:31:57.880	SPEAKER_00	Kannst du dich noch daran erinnern, wie die Idee mit dem Gemälde aufgekommen ist?
00:32:02.760	SPEAKER_00	Dass Gerd das Gemälde gemacht hat in der Kneipe?
00:32:07.623	SPEAKER_01	Wie die Idee aufgekommen ist, weiß ich nicht, aber ich weiß noch, wie es entstanden ist.
00:32:12.203	SPEAKER_01	Also dass wir da eben alle stehen mussten und er hat dann gemalt und...
00:32:20.452	SPEAKER_01	Also ich denke mal, dass das schon ja auch für ihn so das eben ausdrücken sollte, also was eben in der Stadt stattfindet.
00:32:29.480	SPEAKER_01	Also jetzt nicht nur Frauenstraße, sondern eben ja auch im Hintergrund ist ja dann auch zu sehen, ist ja Münster zu sehen so ein bisschen und Kräne und Bagger.
00:32:39.708	SPEAKER_00	Diese Veränderung, die nicht unbedingt zum Guten war.
00:32:47.153	SPEAKER_01	Also er war ja auch ein sehr politisch oder auf jeden Fall interessierter Mensch oder hat es eben so seine Ansicht eben ja auch in seinen Gemälden zum Ausdruck gebracht.
00:33:01.782	SPEAKER_00	Ja, ja, Gerd hat ja im Grunde auch einen Kalender, einen Kalender fast ganz alleine gestaltet, mit sehr politischen Karikaturen auch da drin.
00:33:13.731	SPEAKER_01	Ich hatte den mal und habe ihn aber leider irgendwie in die Frauenstraße gegeben, als ich irgendwie eigentlich so gedacht habe,
00:33:23.100	SPEAKER_01	jetzt löste dich mal von der Frauenstraße ab.
00:33:26.513	SPEAKER_01	All meine Sachen, die ich noch so hatte, habe ich in die Frauenstraße gegeben und dann sind sie leider wahrscheinlich irgendwie untergegangen.
00:33:33.115	SPEAKER_01	Ich weiß es nicht.
00:33:35.516	SPEAKER_01	Oder ich hoffe, dass sie im Archiv gelandet sind.
00:33:41.136	SPEAKER_00	Hoffen wir mal, ja.
00:33:42.737	SPEAKER_00	Ja.
00:33:44.478	SPEAKER_00	Ja, Gerd war schon in der Beziehung eine Persönlichkeit, das muss man auch sagen.
00:33:48.999	SPEAKER_00	Ja, auf jeden Fall.
00:33:49.979	SPEAKER_00	Ja, ähm, sich jetzt nicht so leicht einbinden ließ, also ich habe den nie am Stand gesehen.
00:33:56.585	SPEAKER_01	Was hat er nicht gemacht?
00:33:57.826	SPEAKER_01	Und auch so zu Hausversammlungen ist er eigentlich nicht gekommen.
00:34:03.186	SPEAKER_01	Ja.
00:34:04.007	SPEAKER_01	Also er war ja auch schon sehr früh dabei, nämlich glaube ich auch schon vorher, also vor der, also im Grunde genommen eigentlich zur ersten Hausbesetzung,
00:34:12.833	SPEAKER_01	kann man ja eigentlich sagen, weil die Hausbesetzung begann ja eigentlich schon 1971.
00:34:18.050	SPEAKER_00	Ja, genau.
00:34:19.552	SPEAKER_01	Ja.
00:34:21.806	SPEAKER_01	Und war, glaube ich, auch immer sehr konsequent in dem, was er machte.
00:34:30.389	SPEAKER_00	Es gibt ja auch so Geschichten, dass Sie damals schon sich mehr oder weniger den Zugang zu Ihrer Etage, das Treppenhaus im Grunde genommen,
00:34:39.924	SPEAKER_00	dazu gemacht haben und dann durch den Lichtschacht gegangen sind.
00:34:44.472	SPEAKER_00	Kannst du dich an solche Geschichten erinnern?
00:34:47.333	SPEAKER_01	Ja, so richtig nicht, aber da gab es ja schon so ganz abenteuerliche Sachen, dass sie sich dann nicht einschüchtern lassen.
00:35:01.621	SPEAKER_01	Aber die Geschichten an sich weiß ich jetzt nicht mehr.
00:35:05.523	SPEAKER_00	Die hat Herr Hannes Spengler ja noch erzählt.
00:35:10.885	SPEAKER_00	An die politischen Aktionen in der Frauenstraße, an was kannst du dich da erinnern?
00:35:16.983	SPEAKER_00	Da ist ja viel immer wieder gemacht worden, demonstriert und auch kreative Aktionen sind gelaufen.
00:35:24.827	SPEAKER_01	Also die Demos waren natürlich schon auch, also waren ja regelmäßig eben auch Demos und vorher musste dann natürlich auch immer dann noch Plakate gemalt werden und ich bin dann auch viel,
00:35:38.227	SPEAKER_01	eben habe da viel auch fotografiert in der Zeit und Dann haben wir natürlich, also so was, was ich irgendwie total klasse fand, das war eben unser Karnevalszug, wo wir uns in den Karnevals, in den Münsteraner Karnevalszug eingeschleust haben.
00:35:55.681	SPEAKER_01	Und das hat einfach total Spaß gemacht.
00:35:59.503	SPEAKER_01	Und ja, dann eben die Infostände, wo immer wieder auch Flugblätter...
00:36:13.092	SPEAKER_01	Kreiert werden mussten und irgendwie, ja, verteilt und dann unsere Barrikade hinten.
00:36:26.782	SPEAKER_01	Das war natürlich eine sehr ernste Angelegenheit.
00:36:32.867	SPEAKER_01	Ja, es gab zwei versuchte Anschläge quasi.
00:36:39.893	SPEAKER_01	Einmal einen Anschlag mit Gas.
00:36:44.358	SPEAKER_00	Ja, kannst du das nochmal genauer erzählen?
00:36:46.681	SPEAKER_00	Das hat Hans ja entdeckt.
00:36:48.101	SPEAKER_01	Ja, und zwar war das so, dass wir hatten, weil irgendwann war eben, wir hatten ja erst so einen Ofen, so einen Kohleofen.
00:36:57.269	SPEAKER_01	Und dann hatten wir aber die Möglichkeit, eine Gasheizung einzubauen und haben das dann auch gemacht, also den Ofen raus und eine Heizung eingebaut.
00:37:07.525	SPEAKER_01	Für die ganze Etage oder für euch?
00:37:09.427	SPEAKER_01	Für den Keller.
00:37:10.487	SPEAKER_01	Nicht für den Keller, für die Kneipe.
00:37:12.550	SPEAKER_01	Das war jetzt nur die Kneipe.
00:37:18.215	SPEAKER_01	Und auf jeden Fall war das so, also wir hatten eben diesen Gasanschluss im Keller und dann auch so mit so einem Überdruckventil und so.
00:37:26.902	SPEAKER_01	Und Ja, wir hatten dann eines Abends Besuch von einer Freundin von mir und die mochte aber keinen trockenen Wein, den wir oben hatten,
00:37:41.376	SPEAKER_01	sondern wollte irgendwie was Lieblicheres.
00:37:46.061	SPEAKER_01	Hans wusste eben, im Keller ist natürlich noch lieblicher Wein.
00:37:50.284	SPEAKER_01	Und dann ist er runter und hat im Treppenhaus schon eben diesen Gasgeruch bemerkt und ist im Keller und dann zischte es eben aus diesem Überdruckventil.
00:38:02.114	SPEAKER_01	Oder in diesem dazwischen, also so in diesem Anschluss für ein Überdruckventil.
00:38:08.195	SPEAKER_01	Und dann hat er noch versucht, das zuzudrücken, aber dann fiel dann irgendwann die Luft und es ist dann raus und im Rausrennen hat er eine brennende Kerze im Nachbarkeller gefunden oder gesehen und hat die dann ausgepustet und ist dann durchs Haus gelaufen,
00:38:30.066	SPEAKER_01	hat alle gewarnt und die Kneipe war auch voll und alle mussten raus.
00:38:37.878	SPEAKER_01	Ja, das war schon sehr gespenstisch.
00:38:40.099	SPEAKER_01	Da kam natürlich die Feuerwehr und die sagte hinterher, also es war schon so viel Gas im Keller gewesen, wenn Hans ein Fenster aufgemacht hätte,
00:38:52.509	SPEAKER_01	also mit der brennenden Kerze, dann hätte es gerumst.
00:38:57.952	SPEAKER_00	Dann wäre zu viel Sauerstoff danach reingekommen.
00:38:59.653	SPEAKER_01	Ja, genau.
00:39:01.856	SPEAKER_01	Und ja, es fehlte im Grunde genommen eben der Sauerstoff, um das eben explosionsfähig zu machen.
00:39:13.463	SPEAKER_01	Ja, und dann haben wir auch die ganze Nacht irgendwie woanders verbracht.
00:39:18.188	SPEAKER_01	Also sind dann erstmal in den Kalkmarkt gegangen.
00:39:22.311	SPEAKER_01	Und also es war sehr gespenstisch das Ganze.
00:39:27.688	SPEAKER_00	Und ist die Polizei denn da auch nochmal hin und hat Spurensicherung oder was gemacht?
00:39:32.849	SPEAKER_01	Ja, ich meine, es wäre auch Anzeige wegen versuchten Mordes gelaufen, also Ermittlungen wegen versuchten Mordes.
00:39:47.452	SPEAKER_01	Und man hat festgestellt auf jeden Fall, dass dieser Anschluss, der ist manipuliert worden und es muss also jemand gewesen sein,
00:39:56.547	SPEAKER_01	der vom Fach gewesen ist, weil das sind wohl irgendwie Spezialwerkzeuge, die dafür benutzt werden müssen.
00:40:04.139	SPEAKER_01	Und danach haben wir erst mal Geburtstag gefeiert und da, wo jetzt die Fahrräder stehen, haben wir große Tafel aufgestellt.
00:40:13.985	SPEAKER_01	In dem Eingangsbereich.
00:40:14.804	SPEAKER_01	In dem Eingangsbereich und haben dann wirklich...
00:40:17.307	SPEAKER_01	Geburtstag gefeiert.
00:40:20.771	SPEAKER_01	Und seitdem war dann die Tür, die wir eigentlich sonst immer haben aufstehen lassen, zum Fahrrad, zu dem Fahrradbereich, da haben wir dann auch zugelassen.
00:40:31.798	SPEAKER_01	Also das war dann auch für uns eben, ja, dann wurde alles doch ein bisschen mehr abgeriegelt.
00:40:40.206	SPEAKER_00	Ja, war das...
00:40:42.373	SPEAKER_00	Noch bevor wir dann hinten die Barrikade gebaut haben?
00:40:45.032	SPEAKER_01	Ja, das war noch vorher.
00:40:45.914	SPEAKER_01	Das war noch vorher, weil das war dann ja die nächste Geschichte, dass Ernst dann mit seinem Bautrupp dann kam.
00:40:53.215	SPEAKER_01	Aber es war eben auch schon zu der Zeit, wo Ernst eben der Makler war.
00:41:00.576	SPEAKER_01	Und das mit dem Bautrupp, das war dann so, also wir wohnten ja nach hinten raus und dann irgendwie morgens früh um, weiß nicht wann das war,
00:41:11.677	SPEAKER_01	6 Uhr oder wann, hörten wir da plötzlich irgendwie draußen so Geräusche und guckten aus dem Fenster.
00:41:19.746	SPEAKER_01	Und dann war da so ein Bautrupp, die anfing, diesen Schuppen hinten abzureißen.
00:41:27.911	SPEAKER_01	Und Hans ist dann nach unten gerannt und hat die dann zur Rede gestellt.
00:41:32.913	SPEAKER_01	Und dann hat einer von denen ihm vors Knie geschlagen mit dem Vorschlaghammer.
00:41:40.536	SPEAKER_00	Und waren da mittlerweile auch andere Hausbewohner schon da?
00:41:43.757	SPEAKER_00	Ich weiß es gar nicht.
00:41:45.876	SPEAKER_00	Hat er sich alleine denen entgegengestellt?
00:41:48.157	SPEAKER_01	Also er war auf jeden Fall der Erste.
00:41:49.577	SPEAKER_01	Ich weiß gar nicht, ob da noch schon andere da waren.
00:41:52.159	SPEAKER_01	Aber dann haben sie auf jeden Fall wohl irgendwie Angst gekriegt und sind dann abgehauen.
00:41:59.260	SPEAKER_01	Und es muss wohl so gewesen sein, dass sie, um eben...
00:42:05.780	SPEAKER_01	Die haben wohl nicht damit gerechnet, dass eben aus dem Haus auch jemand so in den Garten kann, in den Hof kann.
00:42:12.164	SPEAKER_01	Denn die hatten diesen Durchgang hier von dem Studentenwohnheim, haben die zugemacht mit einem Schloss.
00:42:22.090	SPEAKER_01	Ach so.
00:42:23.632	SPEAKER_01	Damit von außen eben niemand kommen kann und sie stören kann.
00:42:28.054	SPEAKER_00	Ah ja, das hatten die dann ganz bewusst verredet.
00:42:31.836	SPEAKER_01	Und man hat die wohl auch gefasst und...
00:42:35.411	SPEAKER_01	Und die sind wohl auch von dem Ernst angeheuert worden.
00:42:39.434	SPEAKER_01	Und der Hintergrund war eben, dass wenn eine bestimmte Kubikmeterzahl an umbautem Raum zerstört worden wäre, abgerissen worden wäre,
00:42:54.319	SPEAKER_01	dann hätte der Abbruch als begonnen gegolten und dann wäre die, also hätte er eben ablichen können.
00:43:05.637	SPEAKER_01	Und es fehlte allerdings nicht mehr viel.
00:43:12.719	SPEAKER_01	Und dann war für uns also klar, wir müssen das schützen auch von hinten und dann haben wir eben diese Barrikade gebaut und Das war schon eine sehr kreative Veranstaltung.
00:43:27.927	SPEAKER_01	Irgendwer hat dann auch Stacheldraht besorgt.
00:43:32.711	SPEAKER_01	Ja, so Natteldraht.
00:43:34.992	SPEAKER_01	Das war schon martialisch auch.
00:43:37.195	SPEAKER_01	Ja, genau.
00:43:37.574	SPEAKER_01	Und es gab auch irgendwie noch so von einem Kunstwerk gab es noch irgendwelche Sachen, die da verbaut wurden und das sah sehr marzianisch aus.
00:43:47.570	SPEAKER_00	Wie hat das gemacht, die Hausbewohner in so einer Gemeinschaftsaktion?
00:43:51.030	SPEAKER_01	Also Hausbewohner, glaube ich, haben sich gar nicht so viel beteiligt.
00:43:55.353	SPEAKER_01	Es war eigentlich mehr so, dass es von außen kam.
00:44:01.014	SPEAKER_01	Es gab ja immer doch viele Leute, also Sympathisanten und auch so aus der DKP waren viele dabei und die dann sehr tatkräftig mit angepackt haben und die dann auch,
00:44:14.919	SPEAKER_01	also die DKP hat, glaube ich, dann auch die Nachtwachen organisiert.
00:44:20.846	SPEAKER_01	Und zwar haben wir dann große, also diese großen Stableuchten, Taschenlampen besorgt und Feuerlöscher, genau, das weiß ich auch noch,
00:44:33.678	SPEAKER_01	Feuerlöscher und ja, also Waffen quasi, wenn jemand eindringen will, Ja, und dann ist in dem Zuge eben auch, ja, es ist dann eben auch über diesen anderen großen Schuppen, ist dann auch patrouilliert worden und leider ist dabei eben auch der, war das Mike oder Tommy, Thomas Köstens, Thomas, ne, ist da durchs Dach gefallen und haarscharf an so einer Stahlkonstruktion gelandet.
00:45:12.094	SPEAKER_01	Aber er hat wirklich total Schwein gehabt und hat dann sich dabei den Kiefer gebrochen und musste dann, also der Kiefer wurde dann irgendwie so mit Draht zusammengeflickt.
00:45:27.585	SPEAKER_01	Dann konnte er natürlich auch nicht mehr sprechen und nicht mehr lachen, aber Bier trinken konnte er noch, nämlich durch den Strohhalm.
00:45:37.213	SPEAKER_01	Man konnte natürlich dann auch viel Späße mit ihm machen.
00:45:39.434	SPEAKER_01	Das war ja eben ziemlich Das war ziemlich gemein.
00:45:43.820	SPEAKER_01	Aber er hatte irgendwie, ich glaube, er hat es mit Humor genommen.
00:45:47.023	SPEAKER_00	Weißt du, wie lange diese Nachtwachen eigentlich waren?
00:45:49.503	SPEAKER_00	Da war ja dann jede Nacht.
00:45:51.485	SPEAKER_01	Eigentlich jede Nacht jemand da.
00:45:54.867	SPEAKER_01	Also ich kann es gar nicht mal so sagen, wie lange das war, aber es fühlt sich schon an, als wenn es ziemlich lange gewesen wäre.
00:46:03.050	SPEAKER_01	Und dann kam ja, so lange kann das gar nicht gewesen sein, aber es war eben so, dass die Bis zur Rettung des Hauses.
00:46:13.599	SPEAKER_00	Weißt du, wann das passiert ist?
00:46:15.539	SPEAKER_00	In welchem Jahr?
00:46:18.981	SPEAKER_01	Wahrscheinlich war es wirklich kurz vorher.
00:46:22.802	SPEAKER_XX	80.
00:46:22.842	SPEAKER_01	Wahrscheinlich.
00:46:25.385	SPEAKER_01	Und dann haben wir ja diesen Hausbesetzerkongress gemacht.
00:46:29.485	SPEAKER_01	Genau.
00:46:30.387	SPEAKER_00	Kannst du dich da noch dran erinnern?
00:46:32.788	SPEAKER_01	Ja, das war ja hinten in der Fachhochschule.
00:46:35.369	SPEAKER_01	Also damals ehemalige PH.
00:46:38.849	SPEAKER_01	Und Und das war schon irgendwie eigentlich eine witzige Sache.
00:46:47.295	SPEAKER_01	Wir waren ja eigentlich die Bürgerlichen unter den Hausbesetzern.
00:46:50.617	SPEAKER_01	Und dann kamen da so diese martialischen Punks und so aus Düsseldorf und Hamburg.
00:46:58.101	SPEAKER_01	Und irgendwie waren wir doch sehr akademisch dabei.
00:47:06.485	SPEAKER_01	Aber es war schon eine sehr ernsthafte Angelegenheit.
00:47:12.092	SPEAKER_01	Inwiefern?
00:47:13.574	SPEAKER_00	Also wurde ernsthaft diskutiert?
00:47:15.534	SPEAKER_00	Oder was meinst du, war eine ernsthafte Angelegenheit?
00:47:17.815	SPEAKER_01	Ja, ja.
00:47:18.315	SPEAKER_01	Also es war natürlich schon so, dass das... Ich glaube, wir haben auch eine Demo gemacht, oder nicht?
00:47:27.117	SPEAKER_01	Noch.
00:47:28.358	SPEAKER_01	Aber es war eben... Ja, es war so ein richtiger Kongress.
00:47:36.521	SPEAKER_01	Also so über die verschiedenen...
00:47:41.628	SPEAKER_00	Waren auch viele Leute da, ne?
00:47:43.650	SPEAKER_00	Der war auch recht gut besucht.
00:47:44.690	SPEAKER_01	Ja, war eigentlich ganz gut besucht.
00:47:46.570	SPEAKER_00	Ich meine, irgendjemand hätte mal gesagt, 800 Leute wären da gewesen.
00:47:50.210	SPEAKER_01	Also das weiß ich jetzt nicht, aber es war auf jeden Fall ja, und alles doch recht friedlich.
00:47:57.452	SPEAKER_00	Und die Leute, also Unterkunft oder so, musste man jetzt nicht gewähren?
00:48:01.572	SPEAKER_01	Nein, die haben sich da alle selber organisiert.
00:48:04.333	SPEAKER_01	Ich weiß auch gar nicht, wie lange das überhaupt gewesen ist, ob das jetzt nur ein Tag war.
00:48:08.275	SPEAKER_01	Zwei Tage.
00:48:09.375	SPEAKER_01	Oder zwei Tage, aber ich Ich weiß gar nicht, ob wir im Haus jemanden hatten, der bei uns übernachtet hat oder in einer Kneipe.
00:48:15.708	SPEAKER_01	Ich kann es dir nicht mal sagen.
00:48:18.771	SPEAKER_00	Jedenfalls hat das ziemlich viel Wirbel ja auch ausgelöst.
00:48:22.335	SPEAKER_01	Ja, ja.
00:48:23.155	SPEAKER_01	Also ich glaube, die Stadt hatte schon irgendwie Sorge, dass es jetzt richtig zur Sache geht.
00:48:33.005	SPEAKER_01	Und deswegen ist ja auch im Grunde genommen Ja, also kurz vorher dann ist der Wind aus den Segeln genommen worden und ich glaube auch,
00:48:44.087	SPEAKER_01	dass es eskaliert wäre, wenn da nicht vorher eben das Haus gerettet worden wäre.
00:48:50.846	SPEAKER_01	Also das war dann ja schon auch ein anderes Klientel, was dann da anreiste.
00:48:59.829	SPEAKER_00	Naja, die kamen auch teilweise aus Holland und auch aus...
00:49:04.150	SPEAKER_00	Aus der Schweiz, von Zürich brennt und so.
00:49:07.371	SPEAKER_01	Ja, eben.
00:49:07.972	SPEAKER_01	Also das war schon auch anders als wir, die ja immer sehr darauf geachtet haben, dass es alles möglichst legal abläuft.
00:49:20.916	SPEAKER_00	Ja, da war die Frauenstraße ja schon auch ein bisschen anders gestrickt.
00:49:25.637	SPEAKER_00	Dass wir sehr friedlich waren, dass wir uns geöffnet haben in alle Richtungen.
00:49:31.543	SPEAKER_00	Dass wir die Leute eingeladen haben.
00:49:32.844	SPEAKER_00	Kannst du dich noch an Tag der offenen Tür erinnern?
00:49:36.168	SPEAKER_01	Ja, ich glaube, wir haben auch nicht nur einen gemacht, wir haben auch mehrere gemacht.
00:49:40.733	SPEAKER_01	Und ja, es war ja auch immer so, dass dann mal die Gelegenheit genutzt wurde, alles schön sauber zu machen und zu streichen und schön zu machen.
00:49:49.822	SPEAKER_01	Genau, genau.
00:49:51.168	SPEAKER_01	Man wollte sich dann ja auch immer von der besten Seite zeigen.
00:49:55.032	SPEAKER_01	Und es waren auch viele ältere Leute da aus der Nachbarschaft immer, die irgendwie geguckt haben.
00:50:01.137	SPEAKER_01	Und klar, es gab ja wie immer irgendwie euch, ihr gehört alle vergast und so.
00:50:07.583	SPEAKER_01	Also das hörte man ja öfter auch mal so in den Infoständen.
00:50:12.507	SPEAKER_01	Aber es gab eben genau so gut, beziehungsweise viel mehr Leute, die auch von den alten Münsteraner Bürgern, die uns wirklich unterstützt haben und sagten,
00:50:25.256	SPEAKER_01	ja, das Haus muss stehen bleiben und ja.
00:50:28.690	SPEAKER_00	Ja, die Solidarität war schon sehr breit.
00:50:30.751	SPEAKER_00	Wir haben aber auch irgendwie gefühlt jede Woche an einer Wasserkirche gestanden.
00:50:36.856	SPEAKER_01	Ja, genau.
00:50:40.438	SPEAKER_01	An dieser Brücke da.
00:50:41.639	SPEAKER_01	Ja.
00:50:43.913	SPEAKER_01	Und gefühlt auch einmal im Monat Demo gemacht oder irgendwie sowas.
00:50:47.534	SPEAKER_01	Es war ja schon sehr viel, was wir gemacht haben.
00:50:51.835	SPEAKER_00	Kannst du dich auch noch an die Ratssitzung erinnern, wo die Unterschriften übergeben wurden?
00:50:55.998	SPEAKER_01	Da ist ja der Ratssaal dann auch geräumt worden.
00:51:00.278	SPEAKER_01	Ja, aber ich kann mich wohl so an die Ratssitzung erinnern, dass wir also ziemlich viele waren und dass wir...
00:51:09.469	SPEAKER_01	Aber ziemlich abweisend behandelt wurden.
00:51:13.371	SPEAKER_01	Aber jetzt so daran, dass wir da geräumt wurden, da kann ich mich jetzt nicht mehr so dran erinnern.
00:51:18.554	SPEAKER_01	Aber noch irgendwie so mit diesem goldenen Bagger, das war ja irgendwie auch so eine nette Aktion.
00:51:25.298	SPEAKER_01	Ja, erzähl mal von dem goldenen Bagger.
00:51:30.021	SPEAKER_01	Also ich glaube, Bernd war das, der den goldenen Bagger überreicht hat.
00:51:34.489	SPEAKER_01	An den, ich glaube, war es noch Pirchalla?
00:51:38.050	SPEAKER_01	Ich glaube, das war der Bürgermeister damals.
00:51:42.753	SPEAKER_01	Und wo hat das stattgefunden?
00:51:48.056	SPEAKER_01	Ich meine, dass das auch im Rathaussaal gewesen wäre.
00:51:52.539	SPEAKER_01	Aber so ganz kann ich mich jetzt nicht mehr dran erinnern.
00:51:56.161	SPEAKER_01	Aber ich fand einfach so die, also sowas, das machte natürlich dann auch immer in der Presse, eben ein Wirbel und Also ich fand sowieso,
00:52:04.754	SPEAKER_01	ich weiß gar nicht, ich glaube Bernd hat auch unheimlich viele kreative Ideen da reingebracht.
00:52:11.978	SPEAKER_01	Ich glaube die Idee kam auch von ihm, oder weißt du das?
00:52:14.278	SPEAKER_00	Das weiß ich jetzt gar nicht so genau, aber insgesamt waren es sehr kreative Ideen, auch mit der Verhüllungsaktion.
00:52:22.682	SPEAKER_00	Also es gibt ja einiges dabei.
00:52:25.480	SPEAKER_00	Genau, das war ja auch.
00:52:26.760	SPEAKER_00	Mit dem Miethai.
00:52:31.103	SPEAKER_01	Dann hier diese Marionetten.
00:52:34.505	SPEAKER_01	Das war beim Karnevalszug.
00:52:35.786	SPEAKER_01	Das war beim Karnevalszug.
00:52:37.286	SPEAKER_01	Oder dieser Lindwurm.
00:52:39.108	SPEAKER_01	Der war auch, glaube ich, beim Karnevalszug.
00:52:40.588	SPEAKER_01	Ja, der war auch.
00:52:41.228	SPEAKER_01	Also wir hatten schon so einige Sachen da im Karnevalszug drin.
00:52:45.431	SPEAKER_00	Dann das Wohnklo.
00:52:47.012	SPEAKER_00	Genau.
00:52:47.927	SPEAKER_00	Das waren ja alles so gute Ideen, die nochmal auf eine andere Art und Weise das Thema auch vermittelt haben.
00:52:55.655	SPEAKER_01	Aber wer, glaube ich, auch so wirklich als kreativer Kopf da war, das war wirklich Ernst Kassenbrock.
00:53:01.800	SPEAKER_01	Der hatte ja auch immer viele Ideen.
00:53:05.224	SPEAKER_01	Ja, die haben ja die Agit Graf umgebundet.
00:53:07.106	SPEAKER_01	Genau, stimmt.
00:53:09.088	SPEAKER_01	Und vor denen kam, glaube ich, auch ganz viel.
00:53:12.210	SPEAKER_00	Ja, die haben im Grunde genommen auch so das Logo der Frauenstraße entwickelt.
00:53:16.552	SPEAKER_00	Das war dann ja auch immer gleich mit der Fassade da vorne drauf.
00:53:20.135	SPEAKER_00	Also das hatte schon was, dass wir an der Stelle auch nochmal gestalterisch anders aufgetreten sind.
00:53:28.443	SPEAKER_02	Ja, genau.
00:53:33.387	SPEAKER_01	Also auch diese Verhüllung, das war ja einfach auch so eine geniale Idee, also so noch vor Christus.
00:53:44.876	SPEAKER_00	Genau, den kannten wir damals noch nicht.
00:53:46.297	SPEAKER_00	Und da haben wir auch schon Verhüllungsaktionen gemacht.
00:53:51.661	SPEAKER_01	Aber ich weiß gar nicht, wo diese Wahnsinnsmengen an schwarzer Folie herkamen.
00:53:57.666	SPEAKER_01	Das weiß ich jetzt auch nicht mehr.
00:53:59.548	SPEAKER_01	Aber eben das war schon auch, also ich glaube, solche Aktionen, die konnten auch zum Teil nur stattfinden, weil es eben auch Gelder gab.
00:54:09.077	SPEAKER_01	Auch unter anderem eben auch von der Kneipe.
00:54:13.514	SPEAKER_00	Und dass wir beim AStA immer drucken konnten.
